"","ein","fips","nteecc","filer","zfiler","name","address","city","zip5","state","ruledate","level1","level2","level3","nteefinal","cassets","ctotrev","year","address1","address_full","latitude","longitude","tract"
"97",205066489,42079,"C32","Y","Y","BLYTHEBURN LAKE ASSOCIATION INC","1635 HENRY DR","mountain top",18707,"PA",200703,"PC","O","EN","C32",NA,NA,2020,"1635 HENRY DR","1635 HENRY DR, mountain top, PA, 18707, USA",41.129470989634,-75.9501919969684,"215503"
"98",205297720,42079,"M24","Y","N","KUNKLE FIRE COMPANY INC","3943 SR 309 HWY","dallas",18612,"PA",200702,"PC","O","HS","M24",1379290,1379290,2020,"3943 SR 309 HWY","3943 SR 309 HWY, dallas, PA, 18612, USA",41.3780673467339,-75.98218354411,"211204"
"99",205356886,42079,"L20","Y","N","NEW HORIZONS DEVELOPMENTCORPORATION OF NANTICOKE","1 EAST GREEN STREET","nanticoke",18634,"PA",201408,"PC","O","HS","L20",885307,885307,2020,"1 EAST GREEN STREET","1 EAST GREEN STREET, nanticoke, PA, 18634, USA",41.2015359947465,-76.0023939870309,"214100"
"100",205395736,42069,"W30","Y","N","OLD FORGE VETERANS CLUB","161 N MAIN ST","old forge",18518,"PA",200509,"O","O","PB","W30",178486,178486,2020,"161 N MAIN ST","161 N MAIN ST, old forge, PA, 18518, USA",41.3723119913471,-75.7333570233236,"112600"
"101",205402395,42069,"B20","Y","Y","SUMMIT CHRISTIAN ACADEMY - PARENTACTION COMMITTEE","660 GRIFFIN POND RD","s abingtn twp",18411,"PA",201005,"PC","O","ED","B20",9156,9156,2020,"660 GRIFFIN POND RD","660 GRIFFIN POND RD, s abingtn twp, PA, 18411, USA",41.5093250114049,-75.6620110178655,"110401"
"102",205709652,42079,"X20","N","N","CHURCH ALIVE INCORPORATED","221 W 31ST ST","hazleton",18202,"PA",200703,"PC","O","RE","X20",NA,NA,2020,"221 W 31ST ST","221 W 31ST ST, hazleton, PA, 18202, USA",40.9830413914716,-75.9821285204788,"217002"
"104",205937482,42079,"P20","Y","Y","KINSHIP SQUARE","345 MARKET STREET","kingston",18704,"PA",200703,"PC","O","HS","P20",1980343,1980343,2020,"345 MARKET STREET","345 MARKET STREET, kingston, PA, 18704, USA",41.2558430159725,-75.8911649584263,"212900"
"105",208114390,42079,"P12","Y","N","SMSN FOUNDATION INC","695 LANTERN HILL RD","shavertown",18708,"PA",200704,"PF","S","ZB","P12",26795,26795,2020,"695 LANTERN HILL RD","695 LANTERN HILL RD, shavertown, PA, 18708, USA",41.3036569959035,-75.9430630206797,"211400"
"106",208232677,42079,"B80","Y","Y","GREATER HANOVER AREA RECREATIONPARK COMMISSION","9 ALTA RD","hanover twp",18706,"PA",200710,"PC","O","ED","B80",NA,NA,2020,"9 ALTA RD","9 ALTA RD, hanover twp, PA, 18706, USA",41.215988994211,-75.9526280294883,"218000"
"107",208356936,42079,"G41","Y","N","EYE INSTITUTE OF THE SACRED HEART","158 WILKES BARRE TOWNSHIP BLVD","wilkes barre",18702,"PA",200801,"PC","O","HE","G41",17194,17194,2020,"158 WILKES BARRE TOWNSHIP BLVD","158 WILKES BARRE TOWNSHIP BLVD, wilkes barre, PA, 18702, USA",41.2396669550686,-75.8618234205171,"215200"
"108",208519595,42079,"D11","Y","N","BEAR CREEK FOUNDATION INC","47 CHARTER SCHOOL WAY","bear creek tw",18702,"PA",200803,"PC","S","ZA","D11",21718356,21718356,2020,"47 CHARTER SCHOOL WAY","47 CHARTER SCHOOL WAY, bear creek tw, PA, 18702, USA",41.23765,-75.90192,"200500"
"109",208626940,42079,"A03","Y","Y","BACK MOUNTAIN ARTS ASSOCIATION","PO BOX 447","dallas",18612,"PA",200708,"PC","O","AR","A03",NA,NA,2020,"PO BOX 447","PO BOX 447, dallas, PA, 18612, USA",41.3376147000001,-75.9635705,"211201"
"110",208695499,42069,"N62","Y","Y","KEYSTONE KARMA","304 WALSH ST","scranton",18505,"PA",201503,"PC","O","HS","N62",NA,NA,2020,"304 WALSH ST","304 WALSH ST, scranton, PA, 18505, USA",41.3823260187089,-75.6910949645988,"103100"
"111",208903323,42079,"X20","N","N","PROVIDENCE CHURCH ALLIANCE INCORPORATED","PO BOX 762","pittston",18640,"PA",201009,"PC","O","RE","X20",NA,NA,2020,"PO BOX 762","PO BOX 762, pittston, PA, 18640, USA",41.3191801,-75.7866473,"210800"
"112",208956489,42069,"A6B","Y","Y","WALLY GORDON COMMUNITY SINGERS","491 CARNATION DR","clarks summit",18411,"PA",200907,"PC","O","AR","A6B",NA,NA,2020,"491 CARNATION DR","491 CARNATION DR, clarks summit, PA, 18411, USA",41.4819590195464,-75.6957820410355,"110500"
"113",222192053,42079,"X20","N","N","PRAISE MINISTRIES INC","505 WASHINGTON ST","freeland",18224,"PA",197804,"PC","O","RE","X20",NA,NA,2020,"505 WASHINGTON ST","505 WASHINGTON ST, freeland, PA, 18224, USA",41.0165980183597,-75.8960480037593,"216700"
"114",222295829,42079,"P99","Y","Y","TRINITY TAPES INC","PO BOX 227","drums",18222,"PA",198203,"PC","O","HS","P99",NA,NA,2020,"PO BOX 227","PO BOX 227, drums, PA, 18222, USA",41.041706,-75.932675,"216602"
"115",222437507,42079,"A82","Y","N","GREATER HAZELTON HISTORICAL SOCIETY","55 N WYOMING ST","hazleton",18201,"PA",198505,"PC","O","AR","A82",391674,391674,2020,"55 N WYOMING ST","55 N WYOMING ST, hazleton, PA, 18201, USA",40.955318901935,-75.9732693724523,"217500"
"116",222439876,42079,"T20","Y","N","ROBERT D & MARGARET W QUIN FOUNDATION","C/O BBT 12 EAST BROAD STREET","hazleton",18201,"PA",198405,"PF","S","ZC","T20",34528,34528,2020,"C/O BBT 12 EAST BROAD STREET","C/O BBT 12 EAST BROAD STREET, hazleton, PA, 18201, USA",40.9535630051762,-75.97377297281,"217200"
"117",222466658,42079,"X20","Y","Y","UKRAINIAN ORTHODOX CHURCH OF SS PETER & PAULS","118 JEFFREY DR","sugarloaf",18249,"PA",198308,"PC","O","RE","X20",NA,NA,2020,"118 JEFFREY DR","118 JEFFREY DR, sugarloaf, PA, 18249, USA",40.985019994427,-76.0762229636667,"216502"
"118",222482796,42079,"B11","Y","N","LUZERNE COUNTY COMMUNITY COLLEGE FOUNDATION INC","1333 S PROSPECT ST","nanticoke",18634,"PA",198402,"PC","S","ZA","B11",6997443,6997443,2020,"1333 S PROSPECT ST","1333 S PROSPECT ST, nanticoke, PA, 18634, USA",41.191888897287,-75.9957662955548,"214300"
"119",222488224,42069,"M24","Y","N","SPRING BROOK VOLUNTEER FIRE COMPANY INC","PO BOX 1056","moscow",18444,"PA",200503,"PC","O","HS","M24",1629042,1629042,2020,"PO BOX 1056","PO BOX 1056, moscow, PA, 18444, USA",41.3401951000001,-75.5225928,"111802"
"120",222490360,42069,"S22","Y","Y","TRIPP PARK CIVIC ASSOCIATION","1541 THACKERY ST","scranton",18504,"PA",198402,"O","O","PB","S22",NA,NA,2020,"1541 THACKERY ST","1541 THACKERY ST, scranton, PA, 18504, USA",41.4302290144517,-75.6743299847815,"101700"
"121",222497977,42069,"A33","Y","Y","MID ATLANTIC CONFERENCE OF PRINTERS AND MAILERS","401 WILLOW ST","dunmore",18512,"PA",198405,"O","O","AR","A33",NA,NA,2020,"401 WILLOW ST","401 WILLOW ST, dunmore, PA, 18512, USA",41.4205500117599,-75.6273240203165,"112100"
"122",222501022,42079,"N63","Y","Y","LITTLE LEAGUE BASEBALL INC","PO BOX 3","luzerne",18709,"PA",196701,"PC","O","HS","N63",NA,NA,2020,"PO BOX 3","PO BOX 3, luzerne, PA, 18709, USA",41.2847585000001,-75.8960885,"212300"
"123",222501028,42079,"N63","Y","N","LITTLE LEAGUE BASEBALL INC","PO BOX 1541","plains",18705,"PA",196701,"PC","O","HS","N63",166550,166550,2020,"PO BOX 1541","PO BOX 1541, plains, PA, 18705, USA",41.2642107,-75.8420960999999,"201600"
"124",222501041,42079,"N63","Y","N","LITTLE LEAGUE BASEBALL INC","225 UPPER DEMUNDS RD","dallas",18612,"PA",201008,"PC","O","HS","N63",21738,21738,2020,"225 UPPER DEMUNDS RD","225 UPPER DEMUNDS RD, dallas, PA, 18612, USA",41.3572150102617,-75.9516510348542,"211204"
"125",222519018,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",196412,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"126",222519020,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",196412,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"127",222519024,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",196412,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"129",222519045,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","395 ASTON MT ROAD","springbrook twp",18444,"PA",196412,"O","O","AR","A23",NA,NA,2020,"395 ASTON MT ROAD","395 ASTON MT ROAD, springbrook twp, PA, 18444, USA",41.3100510050124,-75.6607580071598,"112901"
"130",222519048,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",196412,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"131",222519054,42069,"A23","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",196412,"O","O","AR","A23",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"132",222519056,42069,"S20","Y","Y","POLISH NATIONAL UNION OF AMERICA","1308 PITTSTON AVE","scranton",18505,"PA",196412,"O","O","PB","S20",NA,NA,2020,"1308 PITTSTON AVE","1308 PITTSTON AVE, scranton, PA, 18505, USA",41.3931206783973,-75.6719507469072,"103000"
"133",222519063,42079,"S20","Y","Y","POLISH NATIONAL UNION OF AMERICA","1002 PITTSTON AVE","scranton",18505,"PA",196412,"O","O","PB","S20",NA,NA,2020,"1002 PITTSTON AVE","1002 PITTSTON AVE, scranton, PA, 18505, USA",41.395846151925,-75.6689390137623,"102600"
"135",222533227,42069,"L22","Y","N","FOUNDATION FOR THE JEWISH ELDERLY OF EASTERN PA","1101 VINE ST","scranton",18510,"PA",198510,"PC","O","HS","L22",13560499,13560499,2020,"1101 VINE ST","1101 VINE ST, scranton, PA, 18510, USA",41.4070320135947,-75.6520649677385,"100300"
"136",222552869,42079,"L22","Y","Y","ECUMENICAL-HONESDALE INC","3135 MEMORIAL HIGHWAY","dallas",18612,"PA",198409,"PC","O","HS","L22",NA,NA,2020,"3135 MEMORIAL HIGHWAY","3135 MEMORIAL HIGHWAY, dallas, PA, 18612, USA",41.3319575067473,-75.954178417137,"211201"
"137",222591840,42079,"P58","Y","N","VALLEY SANTA INC","69 PUBLIC SQUARE 11TH FLOOR","wilkes barre",18701,"PA",198505,"PC","O","HS","P58",85300,85300,2020,"69 PUBLIC SQUARE 11TH FLOOR","69 PUBLIC SQUARE 11TH FLOOR, wilkes barre, PA, 18701, USA",41.245344542518,-75.8817015818527,"200100"
"138",222646980,42069,"P44","Y","Y","VNA- HOME SERVICES INC","301 DELAWARE AVE","olyphant",18447,"PA",198512,"PC","O","HS","P44",NA,NA,2020,"301 DELAWARE AVE","301 DELAWARE AVE, olyphant, PA, 18447, USA",41.4701290109521,-75.6007760183889,"111400"
"139",222656347,42079,"S50","Y","N","POCONO NORTHEAST DEVELOPMENT FUND","1151 OAK ST","pittston",18640,"PA",198601,"PC","O","PB","S50",418582,418582,2020,"1151 OAK ST","1151 OAK ST, pittston, PA, 18640, USA",41.3072780199848,-75.7695639951944,"210100"
"140",222660157,42079,"B94","Y","N","NORTHWEST PRIMARY SCHOOL PTO","577 SORBERTOWN HL","hunlock creek",18621,"PA",198912,"PC","S","ED","B94",6049,6049,2020,"577 SORBERTOWN HL","577 SORBERTOWN HL, hunlock creek, PA, 18621, USA",41.2464000057645,-76.0822560061152,"215701"
"141",222665064,42079,"X21","N","N","HOPE BAPTIST CHURCH","REESE ST","plains",18705,"PA",198512,"PC","O","RE","X21",NA,NA,2020,"REESE ST","REESE ST, plains, PA, 18705, USA",41.288311993841,-75.8518994280351,"211900"
"142",222668379,42079,"N61","Y","Y","CHERRY RIDGE SPORTSMANS CLUB INC","215 BURKE ST","plains",18705,"PA",198601,"O","O","HS","N61",NA,NA,2020,"215 BURKE ST","215 BURKE ST, plains, PA, 18705, USA",41.2883829890231,-75.8452029600019,"211900"
"143",222686540,42069,"W70","Y","N","LEADERSHIP LACKAWANNA","222 MULBERRY ST","scranton",18503,"PA",198603,"PC","O","PB","W70",266229,266229,2020,"222 MULBERRY ST","222 MULBERRY ST, scranton, PA, 18503, USA",41.4119169867653,-75.6643929871099,"100200"
"144",222697004,42079,"A61","Y","N","F M KIRBY CENTER FOR THR PERFORM ING ARTS","71 PUBLIC SQ","wilkes barre",18701,"PA",198605,"PC","O","AR","A61",4668228,4668228,2020,"71 PUBLIC SQ","71 PUBLIC SQ, wilkes barre, PA, 18701, USA",41.2447610084176,-75.8814909848764,"200100"
"145",222699123,42079,"A65","N","N","MUSIC BOX PLAYERS","196 HUGHES ST","kingston",18704,"PA",198607,"PC","O","AR","A65",104080,104080,2020,"196 HUGHES ST","196 HUGHES ST, kingston, PA, 18704, USA",41.2978080200487,-75.8708499911571,"212200"
"146",222762484,42069,"B03","N","N","ASSOCIATION FOR COMPUTING MACHINERY","LINDEN ST","scranton",18510,"PA",196805,"PC","O","ED","B03",NA,NA,2020,"LINDEN ST","LINDEN ST, scranton, PA, 18510, USA",41.4036315281676,-75.6530321440916,"100300"
"147",222777840,42069,"A61","Y","N","SCRANTON CULTURAL CENTER AT THE MASONIC TEMPLE","420 N WASHINGTON AVE","scranton",18503,"PA",198703,"PC","O","AR","A61",3375682,3375682,2020,"420 N WASHINGTON AVE","420 N WASHINGTON AVE, scranton, PA, 18503, USA",41.4107599907605,-75.6599680127855,"100200"
"148",222780295,42079,"N60","Y","Y","NUANGOLA PINES ASSOCIATION INC","22 GAY AVE","mountain top",18707,"PA",201405,"O","O","HS","N60",NA,NA,2020,"22 GAY AVE","22 GAY AVE, mountain top, PA, 18707, USA",41.152321985528,-75.974441010493,"215504"
"149",222816562,42069,"T22","Y","N","THE LAKE FOUNDATION CHARITABLE TRUST","30 WOODLAND DR","peckville",18452,"PA",198804,"PF","S","ZC","T22",85603,85603,2020,"30 WOODLAND DR","30 WOODLAND DR, peckville, PA, 18452, USA",41.4858490189006,-75.607683963891,"111200"
"150",222963543,42069,"M24","Y","N","COVINGTON INDEPENDENT VOLUNTEER FIRE CO","452 DALEVILLE HWY","covington twp",18444,"PA",199103,"O","O","HS","M24",896086,896086,2020,"452 DALEVILLE HWY","452 DALEVILLE HWY, covington twp, PA, 18444, USA",41.306467992862,-75.5169070304916,"112902"
"151",223036214,42079,"B03","N","N","ASSOCIATION FOR COMPUTING MACHINERY","SCHOOL OF SCI AND ENG SLC 416","wilkes barre",18766,"PA",196805,"PC","O","ED","B03",NA,NA,2020,"SCHOOL OF SCI AND ENG SLC 416","SCHOOL OF SCI AND ENG SLC 416, wilkes barre, PA, 18766, USA",41.2445450000001,-75.8899949999999,"200100"
"152",223696235,42069,"N52","Y","Y","ROLLING THUNDER INC","PO BOX 3864","scranton",18505,"PA",199608,"O","O","HS","N52",NA,NA,2020,"PO BOX 3864","PO BOX 3864, scranton, PA, 18505, USA",41.3960000000001,-75.6621949999999,"102600"
"153",224269052,42069,"A65","Y","Y","ACTORS CIRCLE INC","1256 PROVIDENCE RD","scranton",18508,"PA",198510,"PC","O","AR","A65",NA,NA,2020,"1256 PROVIDENCE RD","1256 PROVIDENCE RD, scranton, PA, 18508, USA",41.4299859811692,-75.6643690148668,"101400"
"155",230678363,42079,"B83","Y","Y","SIGMA PHI ALPHA DENTAL HYGIENE HONOR SOCIETY","1333 S PROSPECT ST","nanticoke",18634,"PA",196703,"PC","O","ED","B83",NA,NA,2020,"1333 S PROSPECT ST","1333 S PROSPECT ST, nanticoke, PA, 18634, USA",41.191888897287,-75.9957662955548,"214300"
"156",230876891,42079,"S80","Y","Y","KIWANIS INTERNATIONAL INC","7 HAMILTON RD","dallas",18612,"PA",194007,"O","O","PB","S80",NA,NA,2020,"7 HAMILTON RD","7 HAMILTON RD, dallas, PA, 18612, USA",41.346094990776,-75.9922519680077,"211205"
"157",231187865,42079,"N60","Y","N","WAGNERS RUN ASSN","PO BOX 130","white haven",18661,"PA",197012,"O","O","HS","N60",93011,93011,2020,"PO BOX 130","PO BOX 130, white haven, PA, 18661, USA",41.06303,-75.77601,"215400"
"160",231633813,42079,"J40","Y","Y","COMMUNICATION WORKERS OF AMERICA","75 N WASHINGTON ST","wilkes barre",18701,"PA",195011,"O","O","HS","J40",NA,NA,2020,"75 N WASHINGTON ST","75 N WASHINGTON ST, wilkes barre, PA, 18701, USA",41.2459204996395,-75.878404402939,"200100"
"161",231634316,42079,"P82","Y","N","THE ARC OF PENNSYLVANIA","380 BENNETT ST","luzerne",18709,"PA",201804,"PC","O","HS","P82",300593,300593,2020,"380 BENNETT ST","380 BENNETT ST, luzerne, PA, 18709, USA",41.2814067679471,-75.8902631707092,"212300"
"162",231636052,42079,"X21","N","N","FREELAND PRESBYTERIAN CHURCH","625 FRONT ST","freeland",18224,"PA",196401,"PC","O","RE","X21",NA,NA,2020,"625 FRONT ST","625 FRONT ST, freeland, PA, 18224, USA",41.0186579967936,-75.8959689624123,"216700"
"163",231648957,42069,"X20","N","N","ALL SAINTS ORTHODOX CHURCH","PO BOX 207","olyphant",18447,"PA",197210,"PC","O","RE","X20",NA,NA,2020,"PO BOX 207","PO BOX 207, olyphant, PA, 18447, USA",41.4696252,-75.6048288,"111400"
"164",231649434,42069,"P20","Y","N","SCRANTON-LACKAWANNA HUMAN DEVELOPMENT AGENCY INC","321 SPRUCE ST","scranton",18503,"PA",197406,"PC","O","HS","P20",2738136,2738136,2020,"321 SPRUCE ST","321 SPRUCE ST, scranton, PA, 18503, USA",41.4092419861859,-75.6651880106261,"100200"
"165",231650321,42079,"N63","Y","N","KINGSTON BASEBALL AND SOFTBALL INC","PO BOX 1292","kingston",18704,"PA",201512,"PC","O","HS","N63",95559,95559,2020,"PO BOX 1292","PO BOX 1292, kingston, PA, 18704, USA",41.26162,-75.8944,"213000"
"166",231651830,42079,"M24","Y","N","DUPONT VOLUNTEER HOSE COMPANY NO 1","308 MAIN ST","dupont",18641,"PA",201410,"O","O","HS","M24",290961,290961,2020,"308 MAIN ST","308 MAIN ST, dupont, PA, 18641, USA",41.3207380153801,-75.7499879765091,"210200"
"167",231652755,42079,"S30","Y","N","ECONOMIC DEVELOPMENT COUNCIL OF NORTHEASTERN PENNSYLVANIA","1151 OAK ST","pittston",18640,"PA",196508,"O","O","PB","S30",7791344,7791344,2020,"1151 OAK ST","1151 OAK ST, pittston, PA, 18640, USA",41.3072780199848,-75.7695639951944,"210100"
"168",231653093,42079,"L80","Y","N","COMMISSION ON ECONOMIC OPPORTUNITY OF LUZERNE COUNTY","PO BOX 1127","wilkes barre",18703,"PA",196702,"PC","O","HS","L80",14560889,14560889,2020,"PO BOX 1127","PO BOX 1127, wilkes barre, PA, 18703, USA",41.2403850000001,-75.891755,"200500"
"169",231655544,42079,"N50","Y","N","WEST SIDE SOCIAL CLUB OF AVOCA","711 MCALPINE ST","avoca",18641,"PA",196510,"O","O","HS","N50",320884,320884,2020,"711 MCALPINE ST","711 MCALPINE ST, avoca, PA, 18641, USA",41.3358179812021,-75.7483659944257,"210300"
"170",231655616,42079,"W30","Y","N","AMERICAN LEGION","329 MAIN ST","duryea",18642,"PA",194603,"O","O","PB","W30",159942,159942,2020,"329 MAIN ST","329 MAIN ST, duryea, PA, 18642, USA",41.3509619765335,-75.7637033284239,"210500"
"171",231659111,42069,"I80","Y","N","NORTH PENN LEGAL SERVICES INC","33 N MAIN ST STE 200","pittston",18640,"PA",196602,"PC","O","HS","I80",1837138,1837138,2020,"33 N MAIN ST STE 200","33 N MAIN ST STE 200, pittston, PA, 18640, USA",41.3235604070018,-75.7898606509222,"210800"
"172",231663603,42079,"A32","Y","N","NORTHEASTERN PENNSYLVANIA EDUCATIONAL TELEVISION ASSOCIATION","100 WVIA WAY","pittston",18640,"PA",196608,"PC","O","AR","A32",8378541,8378541,2020,"100 WVIA WAY","100 WVIA WAY, pittston, PA, 18640, USA",41.2933696442923,-75.7752261041486,"211701"
"174",231663861,42079,"N60","Y","N","AMERICAN LEGION","1550 HENRY DR","mountain top",18707,"PA",194603,"O","O","HS","N60",541914,541914,2020,"1550 HENRY DR","1550 HENRY DR, mountain top, PA, 18707, USA",41.1304430689634,-75.9491287927552,"215503"
"175",231676204,42069,"X20","N","N","FIRST CHRISTIAN CHURCH","2045 N MAIN AVE","scranton",18508,"PA",195105,"PC","O","RE","X20",NA,NA,2020,"2045 N MAIN AVE","2045 N MAIN AVE, scranton, PA, 18508, USA",41.4387723886547,-75.6538250392353,"101100"
"176",231680609,42069,"X21","N","N","FIRST BAPTIST CHURCH OF ABINGTON","1216 N ABINGTON ROAD","waverly",18471,"PA",195504,"PC","O","RE","X21",NA,NA,2020,"1216 N ABINGTON ROAD","1216 N ABINGTON ROAD, waverly, PA, 18471, USA",41.5276785445442,-75.7051492261031,"110402"
"177",231692662,42069,"J40","Y","N","INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS","431 WYOMING AVENUE","scranton",18503,"PA",194008,"O","O","HS","J40",570574,570574,2020,"431 WYOMING AVENUE","431 WYOMING AVENUE, scranton, PA, 18503, USA",41.4121740178262,-75.6617449762587,"100200"
"178",231699378,42079,"Y50","N","N","HUNTSVILLE CEMETERY ASSOCIATION","1007 OVERBROOK RD","dallas",18612,"PA",197012,"O","M","MO","Y50",NA,NA,2020,"1007 OVERBROOK RD","1007 OVERBROOK RD, dallas, PA, 18612, USA",41.3092110125856,-75.97189098409,"211302"
"179",231700209,42079,"O53","Y","N","JUNIOR ACHIEVEMENT OF NORTHEASTERN PENNSYLVANIA","1122 OAK ST","pittston twp",18640,"PA",199405,"PC","O","HS","O53",3330749,3330749,2020,"1122 OAK ST","1122 OAK ST, pittston twp, PA, 18640, USA",41.3082540087906,-75.7695779929727,"210100"
"180",231701421,42069,"B28","N","N","ST JOHN VIANNEY","704 MONTDALE RD","scott twp",18447,"PA",194603,"PC","O","ED","B28",NA,NA,2020,"704 MONTDALE RD","704 MONTDALE RD, scott twp, PA, 18447, USA",41.5569970018961,-75.6241829859205,"110202"
"181",231702171,42069,"B70","Y","N","ABINGTON COMMUNITY LIBRARY ASSN","1200 W GROVE ST","clarks summit",18411,"PA",197802,"PC","O","ED","B70",1889370,1889370,2020,"1200 W GROVE ST","1200 W GROVE ST, clarks summit, PA, 18411, USA",41.4853950131151,-75.7190150002572,"110500"
"182",231707789,42079,"K36","Y","N","MEALS ON WHEELS OF WYOMING VALLEY INC","190 S SPRAGUE AVE","kingston",18704,"PA",197912,"PC","O","HS","K36",145135,145135,2020,"190 S SPRAGUE AVE","190 S SPRAGUE AVE, kingston, PA, 18704, USA",41.2628902821794,-75.8988347947751,"212700"
"183",231711959,42079,"P81","Y","N","GREATER HAZLETON SENIOR CITIZENS SERVICES INC","24 E BROAD ST","hazleton",18201,"PA",197005,"PC","O","HS","P81",185320,185320,2020,"24 E BROAD ST","24 E BROAD ST, hazleton, PA, 18201, USA",40.9535759971261,-75.9736599847552,"217200"
"184",231714246,42079,"P75","Y","N","ECUMENICAL ENTERPRISES INC","3135 MEMORIAL HIGHWAY","dallas",18612,"PA",197012,"PC","O","HS","P75",22654874,22654874,2020,"3135 MEMORIAL HIGHWAY","3135 MEMORIAL HIGHWAY, dallas, PA, 18612, USA",41.3319575067473,-75.954178417137,"211201"
"185",231716928,42069,"L20","Y","N","TCS-1","670 ADAMS AVE","scranton",18510,"PA",197002,"PC","O","HS","L20",2447426,2447426,2020,"670 ADAMS AVE","670 ADAMS AVE, scranton, PA, 18510, USA",41.4125690150133,-75.6572210116578,"100200"
"186",231722641,42079,"X21","N","N","MT ZION LUTHERAN CHURCH","PO BOX 321","nescopeck",18635,"PA",198804,"PC","O","RE","X21",NA,NA,2020,"PO BOX 321","PO BOX 321, nescopeck, PA, 18635, USA",41.0510550000001,-76.21586,"216200"
"187",231725750,42069,"B99","N","N","ST MICHAELS SCHOOL FOR BOYS","300 WYOMING AVE","scranton",18503,"PA",194603,"PC","O","ED","B99",NA,NA,2020,"300 WYOMING AVE","300 WYOMING AVE, scranton, PA, 18503, USA",41.4106459968773,-75.6624359803565,"100200"
